respondent_id;Sexo;idade;FaixaIdade;Escolaridade;EscolaridadeOutro;Renda familiar;RegionalMora;BairroUMora;RegionalTouE;BairroUtrabalha;visitouComplexoCMP;freqAtrativosLagoaAtvlazer;NOfrequente;Nofrequenteoutro;MeioTransPamp1;MeioTransPamp2;MeioTransPamp3;MeioTransPamp4;MeioTransPamp5;MeioTransPamp6;MeioTransPamp7;MeioTransPamp8;MeioTransPamp9;aluguel_equipamentos;utiliza_fonte_info_pamp;FonteInfPamp1;FonteInfPamp2;FonteInfPamp3;FonteInfPamp4;FonteInfPamp5;FonteInfPamp6;FonteInfPamp7;FonteInfPamp8;FonteInfPamp9;FonteInfPamp10;FonteInfPamp11;FonteInfPamp12;Motivo_Pampulha;Motivo_PampulhaOutro;tipo_evento;QuantEVPampulha;AtrativosVisitadosPamp1;AtrativosVisitadosPamp2;AtrativosVisitadosPamp3;AtrativosVisitadosPamp4;AtrativosVisitadosPamp5;AtrativosVisitadosPamp6;AtrativosVisitadosPamp7;AtrativosVisitadosPamp8;AtrativosVisitadosPamp9;AtrativosVisitadosPamp10;AtrativosVisitadosPamp11;AtrativosVisitadosPamp12;AtrativosVisitadosPamp13;AtrativosVisitadosPamp_outro;AtrativosRecomendaria1;AtrativosRecomendaria2;AtrativosRecomendaria3;AtrativosRecomendaria4;AtrativosRecomendaria5;AtrativosRecomendaria6;AtrativosRecomendaria7;AtrativosRecomendaria8;AtrativosRecomendaria9;AtrativosRecomendaria10;AtrativosRecomendaria11;AtrativosRecomendaria12;AtrativosRecomendaria13;AtrativosRecomendaria14;AtrativosRecomendaria15;Seguranca;Limpeza da Lagoa;Limpeza dos atrativos;Limpeza da rua e orla;Informacao dos atrativos;Programacao_ opcoes de lazer e entretenimento_;Oferta de estabelecimentos de alimentacao;Mobilidade_atrativos;Mobilidade_Lagoa;Regional_ lazer;PrincipaisPreferenciasLazer_1;PrincipaisPreferenciasLazer_2;PrincipaisPreferenciasLazer_3;PrincipaisPreferenciasLazer_4;PrincipaisPreferenciasLazer_5;PrincipaisPreferenciasLazer_6;PrincipaisPreferenciasLazer_7;PrincipaisPreferenciasLazer_8;PrincipaisPreferenciasLazer_9;Indicaria_Pampulha_lazer;Precisa_melhorias;Quais_melhorias;Sabe_Patrimonio;Sabe_quais_espacos;QuaisParte_Conjunto1;QuaisParte_Conjunto2;QuaisParte_Conjunto3;QuaisParte_Conjunto4;QuaisParte_Conjunto5;QuaisParte_Conjunto6;QuaisParte_Conjunto7;QuaisParte_Conjunto8;QuaisParte_Conjunto9;QuaisParte_Conjunto10;QuaisParte_Conjunto11;QuaisParte_Conjunto12;QuaisParte_Conjunto13;QuaisParte_Conjunto14;QuaisParte_Conjunto15
11184782791;Feminino;27;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Nordeste;Santa Cruz;Nordeste;Santa Cruz;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;4;;;;;;;;;Mineirao;Mineirinho;Parque Guanabara;;;;;;;;;;;;Mineirao;Mineirinho;Parque Guanabara;;;;;9;3;10;10;10;8;10;7;9;Nordeste;Bares Botecos e Restaurantes;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa;Nao;Nao;;;;;;;;;;;;;;;
11184777910;Masculino;53;De 45 a 59 anos;Pos-graduacao_ Mestrado_ Doutorado completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Santa Efigenia;Leste;Santa Efigenia;Sim;Nao frequento;Baixa atratividade no complexo_conjunto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Sim;Sim;Saneamento da lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;;;;;;;;
11184777132;Feminino;19;De 16 a 24 anos;Ensino Fundamental completo;;Ate 1 SM _ RS 998,00;Oeste;Marajo;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Outro _especifique_;Medo da lagoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oeste;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Seguranca;Nao;Nao;;;;;;;;;;;;;;;
11184776193;Masculino;23;De 16 a 24 anos;Ensino Medio completo_tecnico;;Ate 1 SM _ RS 998,00;Pampulha;Ouro Preto;Pampulha;Santa Terezinha;Sim;Uma vez por semana;;;onibus;;;;;;;App _99_ Uber_ Cabify;;Nao;Nao;;;;;;;;;;;;;Mineirao_Jogo;;;0;;;;;;;;Parque Ecologico da Pampulha;Mineirao;Mineirinho;;Orla da lagoa;;;;;;;;;;Parque Ecologico da Pampulha;Mineirao;Mineirinho;;;;;;7;6;10;7;10;7;5;6;7;Pampulha;Bares Botecos e Restaurantes;;Festas em locais privados_baladas eventos;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza_ mais atrativos de graca;Sim;Sim;Aquario da Bacia do Rio Sao Francisco;Igreja Sao Francisco;;;;Iate Clube;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;;Orla da lagoa;;;
11184775495;Masculino;63;Com 60 anos ou mais;Outro _especifique_;Ensino Superior Incompleto;Acima de 10 SM _ RS 9980,00;Pampulha;Sao Luiz;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pampulha;;;;Atividades vinculadas a Esportes;;;;;;Sim;NS;;Sim;Nao;;;;;;;;;;;;;;;
11184773705;Feminino;18;De 16 a 24 anos;Ensino Medio completo_tecnico;;Nao possui renda;Noroeste;Carlos Prates;Noroeste;Padre Eustaquio;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Sim_ em algumas vezes;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;;;;;;;;;;;Parque Ecologico da Pampulha;;;;;;;;5;5;5;7;3;7;5;8;8;Oeste;;Cultura e arte _cinema teatro shows;Festas em locais privados_baladas eventos;;Atividades ao ar livre _parques praças bosques;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa_ mobilidade_ mais restaurantes;Nao;Sim;;Igreja Sao Francisco;;;;;;Parque Ecologico da Pampulha;;;Parque Guanabara;;;;
11184768695;Feminino;30;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Pampulha;Ouro Preto;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;NS_NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NR;;;;;;Shoppings centers;;;;NS_NR;Sim;Limpeza_ mobilidade;Sim;Sim;;Igreja Sao Francisco;;;;;;;Mineirao;;;;;;
11184768413;Feminino;20;De 16 a 24 anos;Outro _especifique_;Medio incompleto;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Oeste;Prado;Oeste;Prado;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oeste;;Cultura e arte _cinema teatro shows;;;;;;;;Nao Visitou a Pampulha;;;Nao;Nao;;;;;;;;;;;;;;;
11184765357;Feminino;64;Com 60 anos ou mais;Ensino Fundamental completo;;Ate 1 SM _ RS 998,00;Oeste;Marajo;Oeste;Marajo;Sim;Nao frequento;Outro _especifique_;Perigo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oeste;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;Igreja;Sim;Sim;Cheio da lagoa_acaba com os carrapatd;Sim;Sim;;;;;;Iate Clube;Zoologico e Jardim Botanico;;;;;;;;
11184760696;Masculino;25;De 25 a 34 anos;Ensino Superior completo;;Ate 1 SM _ RS 998,00;Oeste;Prado;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por ano;;;;;;;;;;App _99_ Uber_ Cabify;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;1;;;;;;;;;Mineirao;;;;;;;;;;;;;;Mineirao;;;;;;;6;6;7;7;9;8;6;9;9;Oeste;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;Festas em locais privados_baladas eventos;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza e preservacao;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;;;;
11184757595;Feminino;58;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Pampulha;Ouro Preto;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por ano;;;onibus;;;;A pe;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;1;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;;;;;;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;;;;;;;5;6;9;8;9;9;8;5;4;Pampulha;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Sim;Sim;Limpeza da lagoa;Nao;Nao;;;;;;;;;;;;;;;
11184753585;Feminino;17;De 16 a 24 anos;Ensino Fundamental completo;;Ate 1 SM _ RS 998,00;Oeste;Marajo;Oeste;Marajo;Sim;Uma vez por semestre;;;;Carro;;;;Bicicleta;;;;Sim_ todas as vezes;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;Iate Clube;;;;;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;Iate Clube;;;;;Parque Guanabara;Orla da lagoa;;;;7;4;7;6;7;8;6;6;5;Oeste;;;Festas em locais privados_baladas eventos;;;;;;Igreja;Sim;Sim;Custo beneficio_ limpeza da lagoa;Sim;Nao;;;;;;;;;;;;;;;
11184744835;Masculino;59;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Oeste;Marajo;Oeste;Marajo;Sim;Uma vez por ano;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;;;;;;;;;;;Orla da lagoa;;;;;;;;;;;;;;Orla da lagoa;;;;1;1;1;1;1;1;6;1;1;Oeste;;;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;;;;;
11184145224;Feminino;43;De 35 a 44 anos;Ensino Superior completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Cardoso;Centro-Sul;Savassi;Sim;Uma vez por ano;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Praticar esporte;;;0;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;;;Orla da lagoa;;;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;Mineirinho;;;;;;5;1;5;5;9;9;6;6;9;Barreiro;;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;;;;
11183990344;Feminino;84;Com 60 anos ou mais;Ensino Medio completo_tecnico;;NS;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;Atividades vinculadas a Esportes;Atividades ao ar livre _parques praças bosques;;;;Viajar;Nao;Sim;Controle dos animais na regiao da lagoa;Nao;Nao;;;;;;;;;;;;;;;
11183974182;Masculino;44;De 35 a 44 anos;Ensino Medio completo_tecnico;;NS;Barreiro;Milionarios;Barreiro;Barreiro;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Saneamento_ Valorizacao e respeito as religioes de matriz africana;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;;;;;;;;Orla da lagoa;Espelho Dagua;;
11183952368;Masculino;46;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 7 SM e 10 SM _ RS 6986,01 a RS 9980,00;Barreiro;Milionarios;Barreiro;Milionarios;Sim;Uma vez por semana;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;;;;;;;;;;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;;;Parque Guanabara;;;;;6;1;8;8;8;5;9;8;10;NR;;;;;;;;;Pousadas e viagens curtas;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;Orla da lagoa;Espelho Dagua;;
11183941822;Feminino;68;Com 60 anos ou mais;Ensino Medio completo_tecnico;;Ate 1 SM _ RS 998,00;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NR;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Nao;Sim;Limpeza da Lagoa;Sim;Sim;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;;;;;;Espelho Dagua;;
11183921872;Feminino;71;Com 60 anos ou mais;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Limpeza da lagoa;Nao;Nao;;;;;;;;;;;;;;;
11183917230;Masculino;38;De 35 a 44 anos;Ensino Superior completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Gloria;Noroeste;Gloria;Sim;Mais de uma vez por semana;;;;Carro;;;;;;;;Sim_ em algumas vezes;Sim;;;portalbelohorizontecombr;;;;;;;;;;Lazer_passeio;;;2;;;;;;;Zoologico e Jardim Botanico;;;;Parque Guanabara;;;;;;;;;;Zoologico e Jardim Botanico;;;;Parque Guanabara;;;;;7;6;7;8;8;6;6;5;5;Pampulha;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Mais bares e restaurantes_ mobilidade;Sim;Sim;Aquario da Bacia do Rio Sao Francisco;Igreja Sao Francisco;Museu de arte da Pampulha;;;Iate Clube;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;;Parque Guanabara;;;;
11183910621;Feminino;47;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;;;;
11183898223;Feminino;40;De 35 a 44 anos;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;NS;;Sim;Sim;;Igreja Sao Francisco;;;;;;;Mineirao;Mineirinho;;;;;
11183876149;Masculino;27;De 25 a 34 anos;Ensino Superior completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Mineirao_Jogo;;;8;;;;;;;;;Mineirao;;;Orla da lagoa;;;Aquario da Bacia do Rio Sao Francisco;Igreja Sao Francisco;;;;;;Parque Ecologico da Pampulha;Mineirao;;;;;;;4;6;7;7;7;5;5;6;6;Centro-Sul;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Seguranca e iluminacao;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;;Iate Clube;;;;;;;;;
11183870468;Feminino;27;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;Atividades vinculadas a Esportes;;;;;;Nao Visitou a Pampulha;;;Nao;Nao;;;;;;;;;;;;;;;
11183850837;Masculino;49;De 45 a 59 anos;Pos-graduacao_ Mestrado_ Doutorado completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Centro Sul;Anchieta;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;;;;Atividades vinculadas a Esportes;Atividades ao ar livre _parques praças bosques;;;;;Nao;Sim;Limpeza da lagoa_ revitalizacao dos espacos;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;Orla da lagoa;;;
11183843595;Feminino;60;Com 60 anos ou mais;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Oeste;Betania;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;1;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;;;;Orla da lagoa;;;;6;4;7;10;6;6;8;1;1;Oeste;;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza e mobilidade;Sim;Nao;;;;;;;;;;;;;;;
11183842132;Feminino;66;Com 60 anos ou mais;Ensino Fundamental completo;;NS;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Baixa atratividade no complexo_conjunto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza e manutencao da lagoa Retirar o esgota a ceu aberto;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;Casa Kubitschek;;;;;;;;;;
11183834370;Masculino;20;De 16 a 24 anos;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Oeste;Betania;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por ano;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;;;;;;;;;;;Orla da lagoa;;;;;;;;;;;;;;Orla da lagoa;;;;7;7;7;8;8;9;8;5;3;Oeste;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Nao;;Nao;Nao;;;;;;;;;;;;;;;
11183833685;Masculino;25;De 25 a 34 anos;Ensino Medio completo_tecnico;;Acima de 10 SM _ RS 9980,00;Centro Sul;Anchieta;Centro-Sul;Santo Antonio;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;Festas em locais privados_baladas eventos;;;;;;;Nao Visitou a Pampulha;NS;NA;Nao;Nao;;;;;;;;;;;;;;;
11183829380;Masculino;45;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 5 SM e 7 SM _ RS 4990,01 a RS 6986,00;Oeste;Betania;Norte;Planalto;Sim;Uma vez por mes;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Praticar esporte;;;8;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;8;5;8;7;5;5;4;4;7;Pampulha;;;;Atividades vinculadas a Esportes;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Mobilidad_ informacoe_ iluminacao;Sim;Sim;;;Museu de arte da Pampulha;Casa do Baile;;;Zoologico e Jardim Botanico;;Mineirao;;;;;;
11183826790;Masculino;28;De 25 a 34 anos;Ensino Medio completo_tecnico;;Acima de 10 SM _ RS 9980,00;Centro Sul;Anchieta;Centro-Sul;Cruzeiro;Sim;Nao frequento;Baixa atratividade no complexo_conjunto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;;;Festas em locais privados_baladas eventos;;;;;;;Nao;NS;;Nao;Nao;;;;;;;;;;;;;;;
11183818644;Feminino;26;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Centro Sul;Anchieta;Centro-Sul;Anchieta;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;Festas em locais privados_baladas eventos;;;Shoppings centers;;;;Nao;Sim;Lagoa estranha;Nao;Nao;;;;;;;;;;;;;;;
11183793931;Feminino;16;De 16 a 24 anos;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Santa Cruz;Nordeste;Cachoeirinha;Sim;Uma vez por mes;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;6;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;;;Orla da lagoa;;;;;;;;;Zoologico e Jardim Botanico;;Mineirao;;;;;;;5;5;10;10;9;10;10;10;10;Nordeste;;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Nao;;Sim;Nao;;;;;;;;;;;;;;;
11183792546;Feminino;50;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Centro Sul;Cruzeiro;Centro-Sul;Anchieta;Sim;Nao frequento;Baixa atratividade no complexo_conjunto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;Festas em locais privados_baladas eventos;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Nao;Sim;Limpeza da lagoa_ mais opcao para morador_ cinema;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;;;;;
11183789095;Masculino;71;Com 60 anos ou mais;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Oeste;Betania;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por ano;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;;;;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;Parque Ecologico da Pampulha;;;Parque Guanabara;Orla da lagoa;;;;9;4;6;8;6;6;8;5;10;Oeste;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza;Nao;Nao;;;;;;;;;;;;;;;
11183787073;Masculino;23;De 16 a 24 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Milionarios;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Falta de tempo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;;Cultura e arte _cinema teatro shows;;;;;;;;Nao;NS;;Sim;Nao;;;;;;;;;;;;;;;
11183786102;Feminino;30;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Centro Sul;Anchieta;Centro-Sul;Anchieta;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;Festas em locais privados_baladas eventos;;;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Nao Visitou a Pampulha;;;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;;;;;
11183781430;Masculino;60;Com 60 anos ou mais;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Oeste;Betania;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Outro _especifique_;Perigo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;;Iate Clube;;;;;;;;;
